影片名;导演;主演;影片类型;评分;评分人数;短评数
巨齿鲨 The Meg;乔·德特杜巴;杰森·斯坦森,李冰冰,雷恩·威尔森,鲁比·罗丝,赵文瑄,佩吉·肯尼迪,杰西卡·麦克娜美,奥拉维尔·达里·奥拉夫松,罗伯特·泰勒,蔡书雅,丘增,克利夫·柯蒂斯,安柚鑫,罗伯·基帕-威廉姆斯,维他亚·潘斯林加姆,安得烈·格兰杰,蒂姆·王,史蒂文·A·戴维斯,托万达·马尼莫,买红妹;动作,科幻,惊悚;5.7;202289;61383
冰川时代4 Ice Age: Continental Drift;麦克·特米尔,史蒂夫·马蒂诺;阿兹·安萨里,乔·贝哈,克里斯托弗·坎贝尔,阿兰·夏巴,伊丝特尔·迪恩,彼特·丁拉基,奥布里·德雷克·葛莱汉姆,杰森·弗里基奥内,卡洛斯·沙尔丹哈,尼克·弗罗斯特,乔什·加德,约翰·雷吉扎莫,克里斯·韦奇;喜剧,动画,冒险;8.1;211666;52388
印度合伙人 Padman;R·巴尔基;阿克谢·库玛尔,拉迪卡·艾普特,索娜姆·卡普尔,乔蒂·苏巴,森尔·辛,阿米达普·巴强,雷·拉维;剧情,喜剧,传记;7.6;100048;30553
旺达幻视 WandaVision;马特·沙克曼;伊丽莎白·奥尔森,保罗·贝坦尼,凯瑟琳·哈恩,泰柔娜·派丽丝,凯特·戴琳斯,埃文·彼得斯,兰道尔·朴,茱莲妮·普迪,艾玛·考尔菲德,格蕾·德丽斯勒,阿西夫·阿里,黛布拉·乔·拉普,大卫·伦格尔,弗雷德·迈拉麦德,安东尼·莫利纳利,赛琳娜·安杜兹,Victoria Blade,Amos Glick;剧情,科幻;9.0;166694;46453
寻龙传说 Raya and The Last Dragon;唐·霍尔,卡洛斯·洛佩斯·埃斯特拉达,保罗·布里格斯,约翰·瑞帕;凯莉·玛丽·陈,奥卡菲娜,嘉玛·陈,金大贤,吴珊卓,本尼迪克特·王,伊扎克·王,塔莉娅·陈,艾伦·图代克,迪辰·拉克曼,帕蒂·哈里森,姜成镐,罗斯·巴特勒,乔娜·肖,宋静秀,弗朗克西斯·周,保罗·扬,丽莎·德尔·门多,塔妮亚·古纳迪,珍妮·关,卢锡安·佩雷兹,文森特·罗德里格兹三世;动画,奇幻,冒险;7.0;106408;42109
真相捕捉 第一季 The Capture Season 1;本·切南;荷丽黛·格兰杰,卡勒姆·特纳,劳拉·哈德克,卡文·克勒金,金妮·霍尔德,希滕·珀泰尔,索菲亚·布朗,拉尔夫·伊内森,本·迈尔斯,莎朗·鲁妮,巴里·沃德,法米克·詹森,朗·普尔曼,莉娅·威廉姆斯,彼得·辛格,保罗·布莱克维尔,泰·赫尔利,伊恩·皮里,黛西·沃特斯通,卡迪夫·克尔万,奈杰尔·林赛,保罗·里特;悬疑,惊悚;8.9;69826;19841
逃离德黑兰 Argo;本·阿弗莱克;本·阿弗莱克,布莱恩·科兰斯顿,凯尔·钱德勒,约翰·古德曼,克里·杜瓦尔,艾伦·阿金,罗利·科奇瑞恩,克里斯托弗·邓汉,维克多·加博,凯瑞·碧许,泰特·多诺万,克里斯·梅西纳;剧情,惊悚,历史;8.3;268737;75363
欢乐颂;孔笙,简川訸;刘涛,蒋欣,王子文,杨紫,乔欣,祖峰,王凯,张陆,靳东,杨烁,张晓谦,郭晓然,陈牧扬,任伟,宁文彤,王永泉,王宏,丁勇岱,吴昊宸,穆丽燕,冯晖,谭希和,刘敏涛,张乃华,康群智,岳旸,赵千紫,王雯诗,胡伊静,隋雨蒙,朱梦瑶,石云鹏,汤亦程,王娜娜,刘琳,李雪婷,戴美虹,孙栋;剧情,爱情;7.4;255530;73035
昨日青空;奚超;苏尚卿,王一博,段艺璇,马斑马,林强;爱情,动画;6.1;93016;33076
背靠背，脸对脸;黄建新,杨亚洲;牛振华,雷恪生,李强,句号,王劲松,戈治均,佘南南,张嘉益,刘国祥,徐学政,林海海,温谦,马载军,吴玮玲,张艺,韩炳杰,杨亚洲;剧情;9.5;98715;32489
地球上的星星 Taare Zameen Par;阿米尔·汗;达席尔·萨法瑞,阿米尔·汗,塔奈·切赫达,萨谢·英吉尼尔,蒂丝卡·乔普拉,维品·沙尔马,拉利塔·拉伊米,吉里贾·奥克,拉维·汗维尔卡尔,普拉蒂玛·库尔卡尼,梅娜·马里克,索纳利·萨查德夫,桑贾伊·达迪克,拉加·戈帕尔·耶尔,布格斯·巴尔加瓦,尚卡尔·萨查德夫,M·K·拉伊纳;剧情,家庭,儿童;8.9;186136;47709
美女与野兽 Beauty and the Beast;加里·特洛斯达勒,柯克·维斯;佩吉·奥哈拉,罗比·本森,理查德·怀特,杰里·奥尔巴赫,戴维·奥格登·施蒂尔斯,安吉拉·兰斯伯瑞,布莱德利·皮尔斯,雷克斯·埃弗哈特,杰西·科尔蒂,哈尔·史密斯,乔·安妮·沃利,玛丽·凯·伯格曼,布瑞恩·卡明斯,阿尔文·爱泼斯坦,托尼·杰,亚历克·墨菲,金米·罗伯特森,凯斯·索西,弗兰克·维尔克;喜剧,爱情,动画,歌舞,奇幻;8.5;163800;19689
轮到你了 あなたの番です;佐久间纪佳,小室直子;原田知世,田中圭,西野七濑,木村多江,生濑胜久,竹中直人,浅香航大,奈绪,山田真步,三仓佳奈,大友花恋,峰村理惠,大方斐纱子,德井优,金泽美穗,坪仓由幸,中尾畅树,小池亮介,井阪郁巳,荒木飞羽,袴田吉彦,片桐仁,真飞圣,和田聪宏,野间口彻,林泰文,片冈礼子,皆川猿时,田中要次,长野里美,坂田雅信,安藤政信,田中哲司;剧情,悬疑,犯罪;7.7;245798;82662
胜者即是正义2 リーガルハイ2;石川淳一,城宝秀则,西坂瑞城;堺雅人,新垣结衣,冈田将生,小雪,田口淳之介,黑木华,古馆宽治,广末凉子,生濑胜久,小池荣子,矢野圣人,里见浩太朗,铃木保奈美,松平健,小岛藤子,佐藤隆太,谷村美月,远野凪子,内田爱;喜剧,悬疑,犯罪;9.4;218328;46627
情人 L'amant;让-雅克·阿诺;珍·玛奇,梁家辉,弗雷德丽克·梅南热,阿诺·乔瓦尼内蒂,梅尔维尔·珀波,丽萨·福克纳,让娜·莫罗,弗里德里克·奥伯汀;剧情,爱情,情色,传记;8.2;217113;52179
目击者之追凶 目擊者;程伟豪;庄凯勋,许玮甯,柯佳嬿,李铭顺,李淳,陈彦允,郑志伟,汤志伟,卜国耕;悬疑,惊悚,犯罪;8.2;164936;51035
倩女幽魂2：人间道 倩女幽魂II 人間道;程小东;张国荣,王祖贤,张学友,午马,李子雄,李嘉欣,刘洵,刘兆铭,谷峰;爱情,奇幻,武侠,古装;8.0;160581;23780
长安十二时辰;曹盾;雷佳音,易烊千玺,周一围,芦芳生,热依扎,王鹤润,杰曼·翰苏,韩童生,李媛,余皑磊,艾如,蔡鹭,赵魏,冯嘉怡,吕凉,吴晓亮,徐璐,高叶,王思思,曲栅栅;剧情,悬疑,古装;8.2;444252;160006
只有芸知道;冯小刚;黄轩,杨采钰,徐帆,莉迪亚·佩克汉,赵淑珍,张洪杰,茹萍;剧情,爱情;6.3;153359;61272
名侦探柯南：绀青之拳 名探偵コナン 紺青の拳;永冈智佳;高山南,山口胜平,山崎和佳奈,小山力也,绪方贤一,岩居由希子,高木涉,大谷育江,林原惠美,松井菜樱子,桧山修之,石井康嗣,浅川悠,高桥广树,梶裕贵,间宫康弘,林修,河北麻友子,山崎育三郎;动画,悬疑;5.8;144058;55571
赤狐书生;宋灏霖,伊力奇;陈立农,李现,哈妮克孜,裴魁山,姜超,张晨光,李晓川,王耀庆,郝劭文,恬妞,杨紫,林君俊,彭杨斐,郭唐维,欧阳佑同,路文博,齐若壹,张帆;喜剧,奇幻,古装;4.8;105083;53792
太极张三丰 太極張三豐;袁和平;李连杰,杨紫琼,钱小豪,袁洁莹,袁祥仁,刘洵,于海;喜剧,动作,武侠,古装;8.0;140451;15921
原来我很爱你;余翠华;林彦俊,万鹏,李嘉豪,牛玉坤,李嘉琪,陈美伊,赵昕;剧情;6.9;64605;31592
天龙八部 天龍八部;李添胜;黄日华,陈浩民,樊少皇,李若彤,赵学而,刘玉翠,刘锦玲,张国强,潘志文,何美钿,招石文,李国麟,雪梨,黄纪莹,吕有慧,冯晓文,李桂英,马清仪,赵静仪,陈安莹,苏恩磁,李成昌,刘江,王伟,冯瑞珍,陈燕行,郭德信,陈荣峻,江汉,溫雙燕,李鸿杰,骆应钧,骏雄,麦子云,邵卓尧,麦长青,梁健平,梁钦棋,陈狄克,罗君左,余慕莲,李龙基,刘丹,蔡国庆,陈中坚,凌汉,区岳,何图英,黄新,李耀景,曹济,梁少秋,邱万城,郑家生,孙季卿,吕剑光,石云,曾健明,何璧坚,龙志成,李海生,罗国维,艾威,鲍方,薛纯基,郭卓桦,沈宝思,黄文标,金兴贤,谈泉庆,马海伦,张鸿昌,郑雷,关菁,李丽丽,秦煌,李子奇,虞天伟,罗兰,华忠男,郑柏麟,张英才,博君,谭一清,杨子韬,古明华,张汉斌,李炜祺,王伟梁,马蹄露,阙可维,陆希扬,陈楚翘,雷颖怡,伍慧珊,黄凯诗,黄仲匡,黄成想,魏惠文,邝佐辉,伍文生,麦嘉伦,邓汝超,李煌生,焦雄,刘桂芳,蒋克,汤俊明,姚杰龙,萧玉燕,罗立勤,王维德;剧情,武侠,古装;9.0;149895;36454
里约大冒险 Rio;卡洛斯·沙尔丹哈;杰西·艾森伯格,安妮·海瑟薇,乔治·洛佩兹,罗德里戈·桑托罗,凯特·德尔·卡斯蒂洛,卡洛斯·庞丝,伯纳多·德·保拉;喜剧,动画,冒险;8.3;296280;73335
杀破狼2 殺破狼2;郑保瑞;吴京,托尼·贾,张晋,任达华,卢惠光,恭硕良,林嘉华,蔡瀚亿,艾威,姜皓文,张驰,寇占文,古天乐,袁嘉敏;剧情,动作,犯罪;7.4;170953;49391
举重妖精金福珠 역도요정 김복주;吴贤钟;李圣经,南柱赫,景收真,李载允,刘多仁,安吉江,金宰铉;剧情;8.6;179278;54335
神探夏洛克 第三季 Sherlock Season 3;柯尔姆·麦卡锡,杰里米·洛夫林,尼克·赫伦;本尼迪克特·康伯巴奇,马丁·弗瑞曼,鲁珀特·格雷夫斯,马克·加蒂斯,安德鲁·斯科特,劳拉·普沃,尤娜·斯塔布斯,露易丝·布瑞丽,阿曼达·阿宾顿,乔纳森·阿里斯,婉妲·泛森,蒂莫西·卡尔顿,大卫·芬恩,莎朗·鲁妮,里克·沃登,戴维·甘特,艾德·伯奇,利萨·麦克阿里斯特,达伦·布朗,拉斯科·阿特金斯,拉斯·米克尔森,亚当·普里克特,保罗·沃伦,Trixiebell Harrowell,Tomi May,Lovelace Akpojaro;剧情,悬疑,犯罪;9.1;275241;53813
老男孩 올드보이;朴赞郁;崔岷植,刘智泰,姜惠贞,金秉玉,吴达洙,李胜欣,尹珍序,池大汉,吴泰景,柳演锡,李代延,吴光禄,朴明申,龙伊,玛丽·德文,克里斯平·弗里曼,史蒂夫·克莱默,雪莉·琳恩,迈克尔·麦康诺希,斯蒂芬妮·社,柯克·桑顿,凯瑞·华格伦;剧情,动作,悬疑,惊悚;8.2;264864;65050
变成你的那一天;王征;张新成,梁洁,赵志伟,王薇,周士原,苏勋伦,安戈,黄海冰,谢雨桐;剧情,爱情;7.5;128844;58126
继承者们 왕관을 쓰려는자, 그 무게를 견뎌라 - 상속자들;姜信孝,富圣哲;李敏镐,朴信惠,金宇彬,崔振赫,郑秀晶,朴炯植,姜河那,姜敏赫,金智媛;剧情,爱情;7.0;175547;50525
阿黛尔的生活 La Vie d'Adèle;阿布戴·柯西胥;阿黛尔·艾克萨勒霍布洛斯,蕾雅·赛杜,萨利姆·克希乌什,热雷米·拉厄尔特,卡特琳·萨雷,奥雷利安·雷克因,莫娜·瓦尔拉芬斯,阿尔玛·佐杜洛夫斯基,安娜·卢瓦雷,本杰明·思科索,桑德尔·丰泰克;剧情,爱情,同性;8.4;225922;65255
菊豆;张艺谋,杨凤良;巩俐,李保田,李纬,丛志军,金甲,牛星丽;剧情;8.2;92772;21771
小欢喜;汪俊;黄磊,海清,陶虹,王砚辉,沙溢,咏梅,周奇,李庚希,郭子凡,刘家祎,任重,吴施乐,徐梵溪,王栎鑫,钟丽丽,金丰,白玉,郭广平,焦体怡,杨青,徐敏,李野萍,王晴,杨雨婷,冯晖,金溪,朱铁;剧情,家庭;8.2;291948;94361
决战中途岛 Midway;罗兰·艾默里奇;艾德·斯克林,帕特里克·威尔森,伍迪·哈里森,卢克·伊万斯,丹尼斯·奎德,曼迪·摩尔,亚历山大·路德韦格,艾伦·艾克哈特,达伦·克里斯,尼克·乔纳斯,卢克·克莱恩坦克,杰克·韦伯,基恩·约翰逊,浅野忠信,大卫·休莱特,马克·罗斯顿,布雷南·布朗,詹姆斯·卡佩内罗,马修·麦考尔,格雷格·霍瓦尼西安,杰克·曼利,杰弗里·布莱克,瑞秋·佩雷尔·佛斯基特,卡梅伦·布罗德,杰克博·布莱尔,克里斯蒂·布鲁克,国村隼,泰勒·艾略特·伯克,丰川悦司,艾梅伯·瓦尔斯,莫妮卡·比卡罗娃,托尼·克里斯托弗,加雷特·佐藤,罗伯特·克鲁克斯,埃里克·戴维斯,托马斯∙瓦利埃,约翰·洛巴托,迪索·拉莫斯,肯尼·梁;剧情,历史,战争;7.5;219863;60283
回到未来 Back to the Future;罗伯特·泽米吉斯;迈克尔·J·福克斯,克里斯托弗·洛伊德,莉·汤普森,克里斯平·格洛弗,托马斯·F·威尔森,克劳迪娅·韦尔斯,马克·麦克卢尔,温迪·乔·斯佩博,乔治·第桑佐,弗兰西斯·李·麦克凯恩,詹姆斯·托根,J·J·科恩,凯西·希玛兹科,比利·赞恩,小哈利·沃特斯,唐纳德·富利洛夫,丽萨·弗里曼,克里斯滕·考夫曼;喜剧,科幻,冒险;8.7;184323;34629
匹诺曹 피노키오;赵秀沅,申承佑;李钟硕,朴信惠,金英光,李侑菲,李必模,闵成旭,姜信日,赵德贤,秋秀贤,陈庆,金光奎,金永勋,边希峰;剧情,爱情;8.3;193607;46319
初吻 La boum;克洛德·皮诺托;克洛德·布拉瑟,布丽吉特·佛西,苏菲·玛索,丹尼丝·格雷,Jean-Michel Dupuis,多米尼克·拉冯纳特,贝纳·纪欧多,Jacques Ardouin,Evelyne Bellego,理查德·波林热,让-克洛德·布约,米舍利娜·布尔戴,让-皮埃尔·卡斯塔尔迪,罗贝尔·达尔邦,罗贝尔·勒贝亚尔,Sylvain Levignac,玛丽-洛朗斯,Frédéric de Pasquale,希拉·奥康纳,Arielle Sémenoff,亚莉珊德拉·葛南,珍妮苏雄,亚历山大·斯特林,Léon Zitrone,阿兰·贝格尔,安妮·高蒂尔,瓦拉狄米·科斯马,Jacques-Olivier Holzer,伊琳娜·万卡;喜剧,爱情;8.1;132760;40026
情深深雨濛濛;李平;林心如,古巨基,苏有朋,寇振海,李钰,高鑫,王琳,徐幸,孙俪,张烨;剧情,爱情,音乐,战争;7.3;146153;38722
我是谁 我是誰;陈木胜,成龙;成龙,法拉美穗,山本未来,罗恩·斯梅尔扎克,艾德·尼尔森,汤姆·庞珀特,格洛里·西蒙,弗雷德·范迪特马希,弗里茨·克罗梅赫克,迪克·林斯特拉,里纳尔多·范奥默伦,皮姆·达恩,杰里迈亚·弗莱明,尼尔·伯杰,迪克·布林克斯玛,弗兰克·范韦尔森,亚尼克·姆巴利,华盛顿·希索洛,帕特里克·莫佛肯,阿尔·卡拉基,大卫·弗洛克,迈克·兰伯特,奇普·布雷,关勇,罗恩·斯穆安伯格,卢惠光;喜剧,动作,科幻,冒险;7.7;135609;13150
屏住呼吸2 Don't Breathe 2;罗多·赛亚格斯;史蒂芬·朗,布兰登·萨克斯顿,马德琳·格雷斯,罗奇·威廉姆斯,斯蒂芬妮·阿西拉,鲍比·斯科菲尔德,戴安娜·巴尼科娃,亚当·扬,克里斯蒂安·泽吉亚,罗恩·罗格尔;惊悚,恐怖;6.5;23008;7237
家有儿女;林丛;宋丹丹,高亚麟,张一山,杨紫,尤浩然,文兴宇,孙桂田,林好,曹力,马书良,黑妹,盛冠森,马可,张艺文,段丽阳,周倜,张海燕,句号,杨青,董烨,傅迦,夏力薪,盛利,吴怡,冉倩,姜超;喜剧,家庭;8.9;169184;36465
马达加斯加的企鹅 Penguins of Madagascar;埃里克·达尼尔,西蒙·J·史密斯;汤姆·麦格拉思,克里斯·米勒,克里斯多夫·奈茨,本尼迪克特·康伯巴奇,郑肯,安内特·莫翰德鲁,彼得·斯特曼,约翰·马尔科维奇,沃纳·赫尔佐格;喜剧,动画,冒险;7.7;135825;33033
我是你的人 Ich bin dein Mensch;玛丽亚·施拉德;玛伦·艾格特,丹·史蒂文斯,桑德拉·惠勒,亨丽埃特·李赫特-罗赫,汉斯·鲁,Jürgen Tarrach,Monika Oschek,Annika Meier,沃尔夫冈·许布施,Helena Hentschel,Falilou Seck;喜剧,爱情,科幻;7.4;4880;2247
祖宗十九代;郭德纲;岳云鹏,吴京,吴秀波,井柏然,林志玲,王宝强,大鹏,吴君如,李晨,杜淳,郑恺,欧弟,张国立,贾乃亮,张俪,马苏,萧敬腾,汪东城,于谦,黄磊,吴樾,孙艺洲,贾玲,谢依霖,孟非,郭麒麟,谢楠,王小利,张晨光,刘蓓,孙越;喜剧,奇幻;4.2;108287;35500
汉尼拔 Hannibal;雷德利·斯科特;安东尼·霍普金斯,朱丽安·摩尔,加里·奥德曼,雷·利奥塔,弗兰基·费森,吉安卡罗·吉安尼尼,弗朗西斯卡·内莉,泽利科·伊万内克,荷砦尔古德曼,大卫·安德鲁,弗朗西斯·奎南,James Opher,恩里克·洛维索,Ivano Marescotti,法布里齐奥·吉福尼,亚历克斯·科拉多,罗伯特·里耶蒂,泰瑞·塞尔皮科,博伊德·肯斯特纳,Peter Shaw,唐·麦克马纳斯,特德·科赫,阿伦·克雷格,安德里亚·皮耶迪蒙特·博迪尼,Ennio Coltorti,马克·马戈利斯,阿杰·奈杜,詹妮娜·法西奥,Andrew C. Boothby,朱迪·阿伦森,Danielle de Niese,道格拉斯·克罗斯比,Renne Gjoni,Dalton Gray,杰米·哈罗德,查克·杰弗里斯,贾利尔·杰伊·林奇,菲尔·尼尔森,布瑞恩·斯米吉,Sebastiano Somma,Anthony Wanzer;惊悚,犯罪;8.3;172189;30451
审死官 審死官;杜琪峰;周星驰,梅艳芳,吴家丽,吴孟达,秦沛,梁家仁,苑琼丹,黄一飞,朱咪咪;喜剧,古装;7.9;190988;17669
终结者：黑暗命运 Terminator: Dark Fate;蒂姆·米勒;麦肯兹·戴维斯,娜塔利娅·雷耶斯,琳达·汉密尔顿,阿诺·施瓦辛格,加布里埃尔·鲁纳,迪耶戈·博内塔,恩里克·阿尔切,特里斯坦·乌罗阿,艾丽西娅·博拉切罗,布雷特·阿扎尔,史蒂芬·克里,罗谢尔·尼尔,弗雷泽·杰姆斯,克劳迪娅·特鲁希略,比约恩·弗赖贝格,约翰·盖蒂尔,彼得·奥蒙德,洛娜·布朗,彼得·舒勒;动作,科幻,冒险;6.8;158105;51261
3年A班：从现在起，大家都是人质 3年A組 -今から皆さんは、人質です-;小室直子,铃木勇马,水野格;菅田将晖,永野芽郁,今田美樱,片寄凉太,上白石萌歌,横田真悠,新条由芽,捣宫姫奈,若林时英,古川毅,三船海斗,萩原利久,秋田汐梨,佐久本宝,田边诚一,堀田茜,柳原晴郎,神尾佑,椎名桔平;剧情,悬疑;8.6;148663;42669
极速车王 Ford v Ferrari;詹姆斯·曼高德;马特·达蒙,克里斯蒂安·贝尔,乔什·卢卡斯,乔·博恩瑟,崔西·莱茨,诺亚·尤佩,玛丽萨·佩特罗,凯特瑞娜·巴尔夫,雷·迈克金农,约翰·约瑟夫·菲尔德,华莱士·朗翰,乔纳森·拉帕格里拉,斯特凡,鲁道夫·马丁,拉奇兰·布坎南,瓦德·霍尔顿,肖恩·卡里甘,克里斯托弗·达尔加,亚当·梅菲尔德,乔瓦尼·索罗菲瓦,乔·威廉森,本杰明·里格比,杰克·麦克马伦,保罗·福克斯,雷莫·吉罗内,德鲁·劳施,朱利安·米勒,艾拉姆·奥里安,埃姆利·贝赫什蒂,蒂芙妮·伊冯娜·考克斯,达林·库珀,科拉多·因韦尔尼齐,特洛伊·迪林格,彼得·阿佩塞拉,斯凯勒·马歇尔;剧情,传记,运动;8.5;211020;61909
地陷 싱크홀;金志勋;车胜元,金成均,李光洙,南多凛,高昌锡,金惠濬;剧情,灾难;5.8;10192;3430
撒娇女人最好命;彭浩翔;周迅,黄晓明,隋棠,谢依霖,康晋荣;喜剧,爱情;5.7;203146;58761
中国好声音2021;金磊;那英,汪峰,李荣浩,李克勤,吴莫愁,吉克隽逸,张碧晨,黄霄雲,廖昌永;音乐,真人秀;4.4;5699;2190
末路狂花 Thelma & Louise;雷德利·斯科特;吉娜·戴维斯,苏珊·萨兰登,哈威·凯特尔,迈克尔·马德森,布拉德·皮特;剧情,惊悚,犯罪;8.8;205055;56179
铁甲钢拳 Real Steel;肖恩·利维;休·杰克曼,达科塔·高尤,凯文·杜兰,安东尼·麦凯,伊万杰琳·莉莉,霍普·戴维斯,詹姆斯·瑞布霍恩,奥嘉·方达;剧情,动作,科幻,运动;8.3;252777;65814
金秘书为何那样 김비서가 왜 그럴까;朴俊和;朴叙俊,朴敏英,李泰焕,姜其永,黄灿盛,表艺珍,金秉玉,金惠玉,黄宝罗,姜宏硕,李宥俊,李贞敏,金政云,金艺媛,洪志胤,赵德贤,朴秉恩;喜剧,爱情;8.0;184547;56980
康熙王朝;陈家林,刘大印;斯琴高娃,陈道明,高兰村,茹萍,李建群,朱晏,薛中锐,李楠,安亚平,宫雪花,胡天鸽,李晨涛,刘钧,博弘,廖京生,李洪涛,高田昊,万中良,朱艺丹,姚长安,宋来运,张光正,曹永祥,马小矛,陈斌,苏廷石,刘大印,侯永生,刘毓滨,卢勇,汤加丽,高宏亮,李明,李如平,王也天,陈大中,郝铁男,白杨,崔岱,赵凯,薛亦伦,马捷,李小雷,刘长生,尚言生,关德俊,陈韦辰,刘挺,胡珊珊,赵景文,马子俊;剧情,爱情,传记,历史;9.2;145003;31751
恶之花 악의 꽃;金哲圭;李准基,文彩元,张熙珍,徐贤宇,孙钟学,南基爱,赵庆淑,林娜荣,杨慧珍,郑泽贤,崔代勋,崔英俊,林哲亨,申贤宗,崔秉默,洪瑞俊,尹炳熙,朴秀妍,尹熙锡;剧情;8.7;190043;63320
爱你，罗茜 Love, Rosie;克利斯汀·迪特;莉莉·柯林斯,山姆·克拉弗林,塔姆欣·伊格顿,杰美·温斯顿,克里斯蒂安·库克,阿特·帕金森,马里昂·奥德怀尔;喜剧,爱情;7.5;153548;50455
鼠胆英雄;束焕,邵丹;岳云鹏,佟丽娅,田雨,袁弘,韩童生,蔡明,刘威,于谦,大鹏,雷佳音,于洋,华少,孙越,邢佳栋,李解,耿长军,孟瑶,张萌,常亮,郭丰周,桑平;喜剧;5.2;70770;22594
怦然星动;陈国辉;杨幂,李易峰,陈数,王耀庆,张云龙,迪丽热巴,金世佳;喜剧,爱情;4.8;97255;31311
暮光之城4：破晓(上) The Twilight Saga: Breaking Dawn - Part 1;比尔·康顿;罗伯特·帕丁森,克里斯汀·斯图尔特,泰勒·洛特纳,杰克逊·拉斯波恩,阿什丽·格林尼,安娜·肯德里克,妮基·瑞德,彼得·费辛利;剧情,爱情,惊悚,奇幻,冒险;6.8;173414;31307
言叶之庭 言の葉の庭;新海诚;入野自由,花泽香菜,平野文,前田刚,寺崎裕香,星野贵纪,井上优,潘惠美,小松未可子,早志勇纪,关根航,水野理纱,下崎纮史,石岛久仁子,村田太志,田所梓;爱情,动画;8.3;289868;81049
